Record,Date/Time,50,Az(deg),El(deg),TkBB(K),Ch  22.000,Ch  22.348,Ch  22.696,Ch  23.043,Ch  23.391,Ch  23.739,Ch  24.087,Ch  24.435,Ch  24.783,Ch  25.130,Ch  25.478,Ch  25.826,Ch  26.174,Ch  26.522,Ch  26.870,Ch  27.217,Ch  27.565,Ch  27.913,Ch  28.261,Ch  28.609,Ch  28.957,Ch  29.304,Ch  29.652,Ch  30.000
16,04/04/23 00:09:17,50,90.0,160.2,306.97330813106464,171.03075713816443,183.94077869581804,175.95567510028621,172.44952947738668,177.5605394278145,173.73117399057134,166.84110516661173,175.35346720881572,177.57442322868792,182.59517163176565,172.6212641867145,167.43884081756306,176.83618407838225,165.09181793563187,171.6284611631688,178.84062793794416,178.60910183871803,167.83824389491937,169.14895057431434,166.2426569813808,167.4232646502467,168.4969979754615,167.43570647330856,161.85541855099626
17,04/04/23 00:09:35,50,135.0,19.8,306.97150134526646,176.81273603585592,183.41100906025048,170.5674685066176,184.76515005497458,180.28182905767568,179.07119369757058,171.9856120133817,170.07266918401842,171.93236503541968,167.96134891109878,167.18608882536495,166.09459212944472,171.88394129178843,168.55681921255592,156.3945840935431,167.22680133106735,166.00722237387234,163.29410120675522,166.33498718108254,155.25131095217372,154.80506746904985,158.76963809538876,163.99735378469305,157.11390256029773
18,04/04/23 00:09:53,50,0.0,90.0,306.97729631987823,175.25398487884053,175.25248764700814,180.05961143105293,173.79317836665757,176.90488907033696,172.10618832086826,181.43530492209794,178.72918333593978,169.23413275741964,176.8536567075943,179.3782481842122,170.21777128943552,164.6971271001847,164.71172582800594,169.32230022757724,167.82163619266757,166.4747434618165,167.16619689607109,165.94611523903856,160.16071547095353,164.26208746203287,157.89549304977433,160.35211529631988,155.21197639485908
19,04/04/23 00:10:11,50,45.0,160.2,306.9882435132971,180.99241458373092,177.00555082410716,178.98732384687142,175.2021746875523,183.2105874369759,173.889258800098,170.66543928831285,174.87071900339848,170.85772697335915,172.51180099292458,171.3038989183058,164.67974891735335,168.03470192164087,166.1940523735185,171.10159084671113,170.00653277937846,165.38750900694367,158.3830013431759,168.68245892743866,161.66184561256225,166.47802755104564,163.5173861374692,161.02431157031248,162.96296015725133
20,04/04/23 00:10:29,50,90.0,19.8,306.9792254103864,175.76721958441783,181.0940919016504,178.5937768104536,181.76623039669832,175.5057949262689,173.53269613592184,177.30904579840723,178.28469403447957,175.41547549427156,183.4302676715905,177.50817370842995,167.97387604398364,165.49446608640446,174.03445618200917,160.74049568964642,169.6689078598379,167.38472028760228,170.14486636380136,172.9825382712933,163.41343368608887,163.32745556057492,166.87942173345596,174.80351657001128,161.52634353087987
21,04/04/23 00:10:47,50,135.0,90.0,307.0191677449751,173.4491770505227,184.51885597541965,177.59862945554084,171.74767832285548,190.63328052058205,176.57224016717424,179.16647451999805,177.5718832450781,170.73555105404887,168.64311717390166,172.15263579033666,164.95608870295058,163.16191429368183,166.32188838349649,174.05555272975556,168.58663741772526,165.8758500193186,164.80357617933205,169.93037196924635,167.09231691451777,168.44679308469983,165.4156878035799,157.29678514247485,157.69030240351552
22,04/04/23 00:11:05,50,0.0,160.2,307.00820971473803,187.66238009056582,177.06869983934027,171.51815210092337,178.86274026680476,179.98421211521784,187.55960299236904,170.4820925837198,170.10220466960854,169.26651252899543,168.30944007853242,181.9422236964549,180.59254451923564,174.5302413749206,173.2082489801968,169.85270523995186,163.3382857078619,163.55278273329597,162.9379124477107,155.47759117625634,164.7009021201895,160.3563896476301,163.08788178499717,163.04706800771385,153.93261425260357
23,04/04/23 00:11:23,50,45.0,19.8,307.00578750004485,178.4663507563399,177.79737215806216,175.75287521016318,183.5222503780108,171.83118360712595,165.9110802088573,174.08021417411575,170.7073705360486,173.8571465771017,168.7721820750307,179.67628429707554,170.20633262732687,178.70753285242756,162.64235015939755,165.34487964579031,168.90909578358298,162.94789407430974,170.05766969230487,157.54517351205058,156.39677133478727,169.25066511187438,153.75977227310057,158.5022335690586,163.95751890017328
24,04/04/23 00:11:41,50,90.0,90.0,307.00365116891925,179.88357873681983,173.14469762595874,176.09323469596376,168.89982588840016,170.71321435350941,178.62941257829624,158.12220970868702,177.1954492172574,173.81424882979337,161.1003721353094,169.60546479707176,166.48209278211291,162.11831723558885,170.89061077686966,170.53593400043337,175.9125819348858,165.46912788403932,161.24161056501424,160.76967091185833,164.92518783797524,173.64912398365036,169.0577143802999,160.59434727093236,162.7969436031735
25,04/04/23 00:11:59,50,135.0,160.2,307.0081905818849,173.63240376523032,173.90554635850293,175.00562791540693,179.07061833678523,179.6902459029483,168.34473925339282,170.41681518527835,177.7210395017258,171.26490708031153,170.30128263137206,176.91834727715633,172.2608268586644,173.1362082710548,176.65963997350016,179.93569594184135,174.43976666620293,164.1259773623679,158.93122951882765,165.2344260343083,167.28733429228194,161.5506475462732,171.47466349655784,168.01796922672543,160.26026537740069
26,04/04/23 00:12:17,50,0.0,19.8,307.0451999499696,177.32564509337288,183.24062261057847,177.50199972288615,178.738277035067,175.45198391980432,173.3400733000951,173.5673266546852,173.85609422443895,170.73584544877676,168.42580845170858,174.5787862900115,169.9207010762403,166.359563261694,156.3849883892754,168.78297694781304,174.97001358832622,162.5702863243521,157.48180415272714,166.98367990530096,166.32477182521922,160.42874176116885,158.72274569840133,161.87261927353146,169.28074369623712
27,04/04/23 00:12:35,50,45.0,90.0,307.02894443503135,181.14694722115178,186.50396919806525,180.87345812189255,181.89275297931508,180.68407587349768,181.68926117048275,169.1360270584304,175.09201466740723,174.79606222026018,173.51821624846173,178.73983988635112,169.92226888363197,167.7219247450833,165.30351016916313,169.65952416062586,164.99277762957695,167.21144193280105,168.8397753336785,161.31144129379163,169.47449876994077,170.46795231036486,160.39297600840138,161.69410133147073,155.24191044097168
28,04/04/23 00:12:53,50,90.0,160.2,307.0515192789475,174.5635485800959,179.08890064191445,188.01031553847747,171.5250672606431,179.20644372050992,176.2920904757282,183.26318168251777,180.61988442441043,166.12157302059035,174.20120938957146,166.79824699039384,173.8241325761202,166.9217642373174,171.8995292770232,165.84779892602793,162.32701410504495,165.13058690184226,159.13376100907385,165.60017637654934,167.96638810951717,170.8250728480349,163.48697385561456,154.38880097973654,152.69089061258373
29,04/04/23 00:13:11,50,135.0,19.8,307.02264622847946,181.60885279831254,183.87846197865298,178.86412133596076,170.5193839889889,175.8879572737346,169.9938127299811,167.3622645124332,170.68554924066592,165.736522095571,181.28512994614186,174.46496783266332,173.95268386551635,164.97562624948944,167.41078795028227,163.30722781578197,166.05794984521637,173.33728417123675,173.72199333777036,160.30127413177408,165.50452397229157,159.72475822299174,163.14177709130192,164.33119575411158,156.27082235717796
30,04/04/23 00:13:29,50,0.0,90.0,307.0358461095002,176.96925605394225,180.91106441138314,179.5210710223675,179.97346167944684,172.26022004362903,172.0481048702799,172.55483576570353,176.62097988764734,169.42370665814366,176.89848173794476,176.56891976387115,167.75472637417928,169.78027503456474,170.52383104430587,171.95021554277923,167.20759580411018,152.80455698331033,154.7801937684655,161.26268657553305,163.09988181580826,160.4802110702309,165.00430130168306,164.06943562663295,159.74451942175878
31,04/04/23 00:13:47,50,45.0,160.2,307.0542473136487,177.97356835710835,175.33687311565782,177.32067709246132,178.30826482006677,168.3795401130802,178.48219976379158,174.8683486881574,172.33411732216615,171.40827960838507,168.72143187124098,161.9426875000461,166.987728511547,164.8425039153239,165.10776334640872,162.97770493305217,171.85951643755993,170.9765278874262,173.1317102518728,156.74655770879016,154.60549330806,160.63180971394613,171.22219023468912,171.11787593999335,160.6487343526882
32,04/04/23 00:14:05,50,90.0,19.8,307.0549067677414,176.90621381164206,180.8521596829398,168.58176036151124,178.5585154723445,174.20391124288872,171.91508762724683,181.9037220137718,172.7393843349138,174.51276296164863,167.5965865595255,165.3028021355471,168.97427099572647,170.83224839299257,169.0433479840666,168.09866501540776,158.4089454633454,172.2321293570163,166.18722551454508,159.64640672919106,165.54109883801718,155.80118996979155,160.76914117010142,159.24542091541534,158.70856658350738
33,04/04/23 00:14:23,50,135.0,90.0,307.0982496393823,188.6823472889942,186.24157398138806,177.54925655442085,178.5445017617605,180.22468946850168,176.15542322740288,167.0242543062045,178.82788410464636,179.84121571206686,174.0544652674603,160.52914330373596,158.34613315146726,168.73498321050818,167.3382223634022,164.8587560891457,174.02522970288302,155.1409617261479,164.1547821114454,157.0103594253244,163.9376556718303,157.43639228620245,157.1686005785399,161.38627322216053,161.18123334902103
34,04/04/23 00:14:41,50,0.0,160.2,307.06155130811595,180.48481344476716,179.50360415551575,179.11432018337936,174.54348030839046,178.1445074195426,176.43233268101935,181.1507270248838,178.59242479165783,177.88407594533646,166.12504657683186,170.50961322232098,163.41112686615972,168.92277672542912,175.0868620506689,170.77328565371053,166.7187818146923,164.9258181197942,163.04509543875992,160.02075939052668,165.3884546239989,158.1402913868704,155.3948338631668,162.6687832044019,154.2946024475046
35,04/04/23 00:14:59,50,45.0,19.8,307.07777214238325,175.02856440521393,187.27077211167216,190.89419917763726,178.86969188362454,170.61016428686827,172.7112912250078,175.15089305074355,178.2977107082575,172.56090466104587,181.64832592274345,175.2091781550602,177.5862729959117,165.34451813108979,170.28487544041258,169.81151653294992,165.13923543938677,164.5468712417536,167.53019092610162,169.93315411998915,157.4116370404571,159.0868268766467,158.40159928506645,185.5859528392047,167.53594207035974
36,04/04/23 00:15:17,50,90.0,90.0,307.0707109090372,184.74256623789796,166.661550939542,177.9289064186938,179.4865083917015,178.0174854370727,187.00173603705213,170.50490711779446,181.07027919141453,173.57823889873814,178.7009553244667,179.4459747639491,179.2894628535841,167.3112024158447,171.0135071616711,173.64362835519327,162.52584154021162,159.67923972553203,165.6590594696056,160.23067332017882,158.70281984490592,163.065112892622,162.20333724779564,161.02292923283858,160.21908578541917
37,04/04/23 00:15:35,50,135.0,160.2,307.08079819685304,174.37824713810107,183.722412692441,180.25107166484165,174.30201264565045,178.93079141703515,179.30423441258972,177.57559145492473,174.50052807438084,168.5132968256367,170.3105001709109,172.157287116142,169.67206779886996,173.82463890838932,167.1187327312569,165.7584703502042,159.16470376775777,162.68033847174092,171.21636610238664,177.99220179909966,169.22649052418592,164.2622347028127,171.19438514032774,162.74713823419918,166.0689445458968
38,04/04/23 00:15:53,50,0.0,19.8,307.07763924565916,180.82709500594248,179.34844715471826,177.8700877476099,186.5029539344686,171.88522898034782,165.30923801067414,175.56068420443825,177.1055853656544,172.73368961182632,163.39101742894258,179.2302025848621,173.1003444548932,171.85258036034494,166.0403980844693,166.2594893109736,170.85515168985873,160.31685432532868,165.57130657857675,166.5971926222797,163.06326213120064,170.143975147163,158.93385097052047,163.69182479689272,161.49640376280723
39,04/04/23 00:16:11,50,45.0,90.0,307.10310008436676,169.76184795079868,177.19559660047693,171.97767794731732,179.3206675225826,176.85056323036,176.1446440570882,171.34172288005578,171.92190826549117,171.16038363646643,178.50347348450288,163.96403910521005,171.5512319516109,164.23763973750917,166.09305980501253,162.49246694780777,166.88331014527003,174.4085073090548,165.5290986818548,164.83220527562847,166.44596292662592,157.17712401867752,162.4182687631747,161.36280940337068,161.8439646659665
40,04/04/23 00:16:29,50,90.0,160.2,307.0933614062948,173.01165064052088,179.24181955029923,183.62756452280556,171.0873677468259,176.46536360767783,171.99582247421458,174.7842000056153,175.18645612571612,174.30965194757306,171.2537947022282,162.4400165143242,185.4817675359849,169.7144598034635,170.3204937708176,165.25720154115422,160.1592981254382,170.41792937248948,163.0519111282916,159.7086180710635,163.27243363523056,167.18288852956985,161.3095968394319,158.2899780296517,162.50141728617405
41,04/04/23 00:16:47,50,135.0,19.8,307.1044293785059,181.59749320225836,169.80577723251696,182.63372175156402,181.28725941390798,171.4200746641944,180.52752760993732,173.46922773425612,173.8755152293352,169.5205105660207,178.9761816262583,171.6397963545166,176.64584418878127,173.93534003107604,167.2039167927245,170.32577644465874,161.09431490172508,173.05791901962266,165.54611862557178,168.46256250691422,164.24022858995667,162.1519384539591,168.29428382493577,162.4532022047956,162.85172982299932
