Record,Date/Time,50,Az(deg),El(deg),TkBB(K),Ch  22.000,Ch  22.348,Ch  22.696,Ch  23.043,Ch  23.391,Ch  23.739,Ch  24.087,Ch  24.435,Ch  24.783,Ch  25.130,Ch  25.478,Ch  25.826,Ch  26.174,Ch  26.522,Ch  26.870,Ch  27.217,Ch  27.565,Ch  27.913,Ch  28.261,Ch  28.609,Ch  28.957,Ch  29.304,Ch  29.652,Ch  30.000
12,04/04/23 00:08:05,50,90.0,90.0,306.9390405984401,177.77701687615578,180.84495996980078,178.8403626521757,169.73209253271352,172.16827232252527,178.60073180672742,168.57229426419508,172.9665375666926,173.0763497368531,172.39056925499108,174.9565275567495,170.2154924625479,169.61945952493937,171.98271980801803,168.01228419268762,170.32245536111884,175.42584233668396,163.50666581547054,165.42115770266304,167.1111258870607,161.76844277158523,158.7175331428769,165.06608146359625,157.3181077067521
13,04/04/23 00:08:23,50,135.0,160.2,306.93840185727527,178.7560819509937,178.2897540993721,184.18882523672684,178.8188499407012,173.52741842445258,182.41473283279146,180.45664914977104,172.53276952381168,169.64193712228538,175.74863521855048,166.76586808574257,176.29522493004683,178.04966880459946,161.47278258141324,177.29300423674314,167.76332910342313,172.8045123883229,172.09877104001407,160.54069291772635,161.75065770893886,161.49477107964802,160.04647555782634,164.4906660917728,170.49051606604792
14,04/04/23 00:08:41,50,0.0,19.8,306.97788582358453,181.15234725553876,175.6883606787875,174.69313999353923,172.02232167690414,176.07876648107285,180.36471862821807,185.33592557842394,170.9087555912484,173.36503694954678,179.37216698016204,163.57631287011742,165.44868827472652,169.894594827251,168.30778907838507,169.40325972305115,168.29890076843813,164.68504896667355,159.75461056405695,166.33162576323747,166.5828354625514,169.78612097165114,158.49473069595862,166.14547456304567,152.70246639562737
15,04/04/23 00:08:59,50,45.0,90.0,306.9765567496859,171.43544745791928,183.1906649080213,177.62440751343684,180.76111518221026,179.22934768572625,179.9109788507807,180.94678367961617,179.16290264457425,170.65951838451727,177.97211585511255,178.69458061678773,173.95686386749313,166.26064506587127,163.64241985630903,167.73243299368568,162.3309251838468,161.55617565923905,169.29891802027743,156.8367567469756,169.34288179890711,164.59331821594003,168.68606177152864,167.71789185082793,150.00781889810784
16,04/04/23 00:09:17,50,90.0,160.2,306.9763742732258,171.39021591359196,184.30023747124557,176.31513387571374,172.8089882528142,177.91999820324202,174.09063276599886,167.20056394203925,175.71292598424324,177.93388200411545,182.95463040719318,172.98072296214204,167.7982995929906,177.19564285380977,165.4512767110594,171.98791993859632,179.2000867133717,178.96856061414556,168.1977026703469,169.50840934974187,166.60211575680833,167.78272342567422,168.85645675088904,167.79516524873608,162.2148773264238
17,04/04/23 00:09:35,50,135.0,19.8,306.98247462102626,177.5861889317258,184.18446195612034,171.34092140248745,185.53860295084445,181.05528195354555,179.84464659344044,172.75906490925158,170.84612207988826,172.70581793128952,168.73480180696865,167.9595417212348,166.8680450253146,172.6573941876583,169.3302721084258,157.16803698941297,168.00025422693722,166.7806752697422,164.06728568570855,167.1084400769524,156.0247638480436,155.5785203649197,159.2830255439659,164.51074123327018,157.8873554561676
18,04/04/23 00:09:53,50,0.0,90.0,306.9951184793005,174.99489927517314,174.99340204334075,179.80052582738554,173.53409276299018,176.64580346666958,171.84710271720087,181.17621931843055,178.4700977322724,168.97504715375226,176.5945711039269,179.1191625805448,169.95868568576813,164.43804149651731,164.45264022433855,169.06321462390986,167.56255058900018,166.21565785814911,166.9071112924037,165.68702963537118,159.90162986728615,164.00300185836548,157.63640744610674,160.0930296926523,154.9528907911917
19,04/04/23 00:10:11,50,45.0,160.2,306.98277395147755,181.1969708887305,177.21010712910675,179.191880151871,175.40673099255187,183.4151437419755,174.09381510509758,170.86999559331244,175.07527530839806,171.06228327835873,172.71635729792416,171.5084552233054,164.88430522235294,168.23925822664046,166.3986086785181,171.30614715171072,170.21108908437805,165.59206531194326,158.58755764817548,168.88701523243824,161.86640191756183,166.68258385604523,163.7219424424688,161.22886787531206,163.16751646225092
20,04/04/23 00:10:29,50,90.0,19.8,306.9892941895089,175.75236449132012,181.07923680855268,178.57892171735588,181.7513753036006,175.49093983317118,173.51784104282413,177.29419070530952,178.26983894138186,175.40062040117385,183.4154125784928,177.49331861533224,167.95902095088593,165.47961099330675,174.01960108891146,160.72564059654871,169.6540527667402,167.36986519450457,170.13001126930854,172.96768317819559,163.39857859299116,163.3126004674772,159.27050008230395,167.19459491885928,161.51148843778216
21,04/04/23 00:10:47,50,135.0,90.0,307.002423812335,173.01481977972352,184.08449870462047,177.16427218474166,171.3133210520563,190.19892324978287,176.13788289637506,178.73211724919886,177.13752597427893,170.3011937832497,168.20875990310248,171.71827851953748,164.5217314321514,162.72755702288265,165.8875311126973,173.62119545895638,168.15228014692607,165.4414927485194,164.36921890853287,169.49601469844717,166.65795964371858,168.01243581390065,164.98012780996018,156.8612251488551,157.25594513271633
22,04/04/23 00:11:05,50,0.0,160.2,306.9943241921652,186.5454151976997,175.95173494647415,170.40118720805725,177.74577537393864,178.86724722235172,186.44263809950291,169.36512769085368,168.98523977674242,168.1495476361293,167.1924751856663,180.82525880358878,179.47557962636952,173.41327648205447,172.09128408733068,168.73574034708574,162.22132081499578,162.43581784042985,161.82094755484457,154.36062628339022,163.5839372273234,159.23942475476397,161.97091689213104,161.93010311484773,152.81564935973745
23,04/04/23 00:11:23,50,45.0,19.8,307.02089796611864,178.58984840352997,177.92086980525224,175.87637285735326,183.64574802520087,171.95468125431603,166.03457785604738,174.20371182130583,170.83086818323866,173.98064422429178,168.8956797222208,179.79978194426562,170.32983027451695,178.83103049961764,162.76584780658763,165.4683772929804,169.03259343077306,163.07139172149982,170.18116733949495,157.66867115924066,156.52026898197735,169.37416275906446,153.8791397657591,158.62160106171714,164.08101654736336
24,04/04/23 00:11:41,50,90.0,90.0,307.01790016067844,180.3213089538602,173.58242784299912,176.53096491300414,169.33755610544054,171.1509445705498,179.06714279533662,158.5599399257274,177.63317943429777,174.25197904683375,161.5381023523498,170.04319501411214,166.9198229991533,162.55604745262923,171.32834099391005,170.97366421747375,176.35031215192618,165.9068581010797,161.67934078205462,161.2074011288987,165.36291805501563,174.08685420069074,169.46032437185352,160.99695726248598,163.23467382021389
25,04/04/23 00:11:59,50,135.0,160.2,307.01141434119785,172.41175596781554,172.68489856108815,173.78498011799215,177.84997053937045,178.46959810553352,167.12409145597803,169.19616738786357,176.50039170431103,170.04425928289675,169.08063483395728,175.69769947974154,171.0401790612496,171.91556047364003,175.43899217608538,178.71504814442656,173.21911886878814,162.90532956495312,157.71058172141286,164.01377823689353,166.06668649486716,160.32999974885843,170.25401569914305,166.79732142931064,159.0396175799859
26,04/04/23 00:12:17,50,0.0,19.8,307.0249467182183,177.03680005454382,182.9517775717494,177.2131546840571,178.44943199623793,175.16313888097525,173.05122826126603,173.27848161585612,173.56724918560988,170.4470004099477,168.1369634128795,174.28994125118243,169.63185603741124,166.07071822286494,156.09614335044634,168.49413190898397,174.68116854949716,162.28144128552304,157.19295911389807,166.6948348664719,166.03592678639015,160.13989672233978,158.43390065953042,161.58377423466055,168.99189865740806
27,04/04/23 00:12:35,50,45.0,90.0,307.02428787571625,180.53648102549863,185.8935030024121,180.2629919262394,181.28228678366193,180.07360967784453,181.0787949748296,168.52556086277724,174.48154847175408,174.18559602460704,172.90775005280858,178.12937369069797,169.31180268797883,167.11145854943015,164.69304397351,169.04905796497272,164.3823114339238,166.6009757371479,168.22930913802534,160.70097509813849,168.86403257428762,169.85748611471172,159.782490712052,161.08361603512137,154.63144424531853
28,04/04/23 00:12:53,50,90.0,160.2,307.03061040358097,174.7927271429582,179.31807920477675,188.23949410133977,171.7542458235054,179.43562228337223,176.5212690385905,183.49236024538007,180.84906298727273,166.35075158345265,174.43038795243376,167.02742555325614,174.0533111389825,167.1509428001797,172.1287078398855,166.07697748889024,162.55619266790725,165.35976546470457,159.36293957193615,165.82935493941164,168.19556667237947,171.0542514108972,163.71615241847687,154.61797954256144,152.92006917544603
29,04/04/23 00:13:11,50,135.0,19.8,307.03829012410523,182.368954330472,184.63856351081245,179.62422286812023,171.27948552114836,176.64805880589407,170.75391426214057,168.12236604459267,171.44565077282536,166.49662362773043,182.04523147830133,175.2250693648228,174.71278539767582,165.7357277816489,168.17088948244174,164.06732934794144,166.81805137737584,174.0973857033962,174.4818264530133,161.06137566393355,166.26462550445103,160.4848597551512,163.90187862346139,165.09129728627104,157.03092388933743
30,04/04/23 00:13:29,50,0.0,90.0,307.05039295107713,176.70206270730424,180.64387106474513,179.25387767572948,179.70626833280883,171.99302669699102,171.7809115236419,172.28764241906552,176.35378654100933,169.15651331150565,176.63128839130675,176.30172641723314,167.48753302754128,169.51308168792673,170.25663769766786,171.68302219614122,166.94040245747217,152.53736363667232,154.51300042182748,160.99549322889504,162.83268846917025,160.21301772359288,164.73710795504505,163.80224227999494,159.47732607512077
31,04/04/23 00:13:47,50,45.0,160.2,307.05507307228464,179.33238129813134,176.6956860566808,178.6794900334843,179.66707776108976,169.7383530541032,179.84101270481457,176.2271616291804,173.69293026318914,172.76709254940806,170.08024481226397,163.3015004410691,168.34654145257,166.2013168563469,166.4665762874317,164.33651787407516,173.21832937858292,172.33534082844918,174.49052319289578,158.10537064981315,155.964306249083,161.99062265496912,172.5810031757121,172.47668888101634,162.00754729371118
32,04/04/23 00:14:05,50,90.0,19.8,307.04627438882176,176.7270995257913,180.67304539708903,168.40264607566047,178.37940118649374,174.02479695703795,171.73597334139606,181.72460772792104,172.56027004906304,174.33364867579786,167.41747227367472,165.12368784969632,168.7951567098757,170.6531341071418,168.86423369821583,167.919550729557,158.22983117749462,172.05301507116553,166.0081112272992,159.46729244334028,165.3619845521664,155.62207568394078,160.59002688425065,159.06630662956456,158.5294522976566
33,04/04/23 00:14:23,50,135.0,90.0,307.06615521731914,189.48989185819272,187.04911855058657,178.35680112361936,179.352046330959,181.0322340377002,176.9629677966014,167.83179887540302,179.63542867384487,180.64876028126537,174.8620098366588,161.33668787293448,159.15367772066577,169.5425277797067,168.1457669326007,165.6663006583442,174.83277427208154,155.94850629534642,164.9623266806439,157.8179039945229,164.7452002410288,158.24393685540096,157.9761451477384,162.19381779135904,161.98877791821954
34,04/04/23 00:14:41,50,0.0,160.2,307.0610598333428,180.3974982557971,179.4162889665457,179.0270049944093,174.4561651194204,178.05719223057255,176.3450174920493,181.06341183591374,178.50510960268778,177.7967607563664,166.0377313878618,170.42229803335093,163.32381167718967,168.83546153645906,174.99954686169886,170.68597046474048,166.63146662572225,164.83850293082415,162.95778024978986,159.93344420155663,165.30113943502886,158.05297619790034,155.30751867419676,162.58146801543185,154.20728725853454
35,04/04/23 00:14:59,50,45.0,19.8,307.0524528667732,173.92681005261954,186.16901775907778,189.79244482504288,177.76793753103016,169.50840993427389,171.60953687241343,174.04913869814916,177.19595635566313,171.45915030845148,180.54657157014907,174.1074238024658,176.48451864331733,164.2427637784954,169.1831210878182,168.70976218035554,164.03748108679238,163.4451168891592,166.42843657350724,168.83139976739477,156.3098826878627,157.98507252405233,157.29984493247207,167.97219631360772,166.43418771776535
36,04/04/23 00:15:17,50,90.0,90.0,307.07862883521045,183.601481071493,165.52046577313703,176.78782125228884,178.34542322529654,176.87640027066774,185.86065087064716,169.3638219513895,179.92919402500956,172.43715373233317,177.55987015806173,178.30488959754413,178.14837768717913,166.17011724943973,169.87242199526614,172.5025431887883,161.38475637380665,158.53815455912707,164.51797430320065,159.08958815377386,157.56173467850095,161.92402772621705,161.06225208139068,159.88184406643362,159.0780006190142
37,04/04/23 00:15:35,50,135.0,160.2,307.06384978102994,173.69436828793843,183.03853384227835,179.567192814679,173.6181337954878,178.2469125668725,178.62035556242708,176.8917126047621,173.8166492242182,167.82941797547406,169.62662132074826,171.47340826597934,168.98818894870732,173.14076005822668,166.43485388109426,165.07459150004155,158.48082491759513,161.99645962157828,170.532487252224,177.30832294893702,168.54261167402328,163.57835585265005,170.5105062901651,162.06325938403654,165.38506569573417
38,04/04/23 00:15:53,50,0.0,19.8,307.0809405094006,181.15456140665637,179.67591355543215,178.19755414832377,186.83042033518248,172.2126953810617,165.63670441138802,175.88815060515213,177.4330517663683,173.0611560125402,163.71848382965646,179.557668985576,173.42781085560708,172.18004676105883,166.3678644851832,166.5869557116875,171.18261809057262,160.64432072604257,165.89877297929064,166.92465902299358,163.39072853191453,170.47144154787688,159.26131737123436,164.0192911976066,161.82387016352112
39,04/04/23 00:16:11,50,45.0,90.0,307.10020271507614,170.10494882665085,177.5386974763291,172.3207788231695,179.66376839843477,177.19366410621217,176.48774493294036,171.68482375590796,172.26500914134334,171.5034845123186,178.84657436035505,164.30713998106222,171.89433282746307,164.58074061336134,166.4361606808647,162.83556782365994,167.2264110211222,174.75160818490698,165.87219955770698,165.17530615148064,166.7890638024781,157.5202248945297,162.76136963902687,161.70591027922285,162.18706554181867
40,04/04/23 00:16:29,50,90.0,160.2,307.10707133852105,173.69364892374048,179.92381783351883,184.30956280602516,171.7693660300455,177.14736189089743,172.67782075743418,175.4661982888349,175.86845440893572,174.99165023079266,171.9357929854478,163.1220147975438,186.16376581920449,170.3964580866831,171.0024920540372,165.93919982437382,160.8412964086578,171.09992765570908,163.7339094115112,160.3906163542831,163.95443191845015,167.86488681278945,161.9915951226515,158.9719763128713,163.18341556939365
41,04/04/23 00:16:47,50,135.0,19.8,307.09752300883804,180.15981376959422,168.36809779985282,181.19604231889988,179.84957998124383,169.98239523153026,179.08984817727318,172.03154830159198,172.43783579667104,168.08283113335654,177.53850219359416,170.20211692185245,175.20816475611713,172.4976605984119,165.76623736006036,168.8880970119946,159.65663546906094,171.62023958695852,164.1081707759911,167.02488307425008,162.80254915729253,160.71425902129496,166.85660439227163,161.01552277213145,161.41405039033518
