Record,Date/Time,50,Az(deg),El(deg),TkBB(K),Ch  22.000,Ch  22.348,Ch  22.696,Ch  23.043,Ch  23.391,Ch  23.739,Ch  24.087,Ch  24.435,Ch  24.783,Ch  25.130,Ch  25.478,Ch  25.826,Ch  26.174,Ch  26.522,Ch  26.870,Ch  27.217,Ch  27.565,Ch  27.913,Ch  28.261,Ch  28.609,Ch  28.957,Ch  29.304,Ch  29.652,Ch  30.000
12,04/04/23 00:08:05,50,90.0,90.0,306.9658550483284,178.79524133101793,181.86318442466293,179.85858710703786,170.75031698757567,173.18649677738742,179.61895626158957,169.59051871905723,173.98476202155476,174.09457419171525,173.40879370985323,175.97475201161166,171.23371691741005,170.63768397980152,173.00094426288018,169.03050864754977,171.340679815981,176.4440667915461,164.5248902703327,166.4393821575252,168.12935034192284,162.78666722644738,159.73575759773905,166.0843059184584,158.33633216161425
13,04/04/23 00:08:23,50,135.0,160.2,306.9625053748566,177.33165102689955,176.86532317527795,182.7643943126327,177.39441901660706,172.10298750035844,180.99030190869732,179.0322182256769,171.10833859971754,168.21750619819124,174.32420429445634,165.34143716164843,174.8707940059527,176.62523788050532,160.0483516573191,175.868573312649,166.338898179329,171.38008146422877,170.67434011591993,159.1162619936322,160.32622678484472,160.07034015555388,158.6220446337322,163.06623516767866,169.06608514195378
14,04/04/23 00:08:41,50,0.0,19.8,306.9566006689687,181.57349574862042,176.10950917186915,175.1142884866209,172.4434701699858,176.4999149741545,180.78586712129973,185.7570740715056,171.32990408433005,173.78618544262844,179.7933154732437,163.99746136319908,165.86983676780818,170.31574332033267,168.72893757146673,169.8244082161328,168.7200492615198,165.1061974597552,160.1757590571386,166.75277425631913,167.00398395563306,170.2072694647328,158.91587918904028,166.56662305612733,153.12361488870903
15,04/04/23 00:08:59,50,45.0,90.0,306.9790664654895,169.99923340952128,181.7544508596233,176.18819346503884,179.32490113381226,177.79313363732825,178.4747648023827,179.51056963121817,177.72668859617625,169.22330433611927,176.53590180671455,177.25836656838973,172.52064981909513,164.82443101747327,162.20620580791103,166.29621894528768,160.8947111354488,160.11996161084105,167.86270397187943,155.4005426985776,167.90666775050911,163.15710416754203,167.24984772313064,166.28167780242993,148.57160484970984
16,04/04/23 00:09:17,50,90.0,160.2,306.9704376503925,170.76848538465066,183.67850694230427,175.69340334677244,172.1872577238729,177.29826767430072,173.46890223705756,166.57883341309795,175.09119545530194,177.31215147517415,182.33289987825188,172.35899243320074,167.1765690640493,176.57391232486847,164.8295461821181,171.36618940965502,178.5783561844304,178.34683008520426,167.5759721414056,168.88667882080057,165.98038522786703,167.16099289673292,168.23472622194774,167.17343471979478,161.5931467974825
17,04/04/23 00:09:35,50,135.0,19.8,306.99122349498265,176.95324688818738,183.55151991258194,170.70797935894905,184.90566090730604,180.42233991000714,179.21170454990204,172.12612286571317,170.21318003634985,172.0728758877511,168.10185976343024,167.3265996776964,166.23510298177618,172.0244521441199,168.69733006488738,156.53509494587456,167.3673121833988,166.1477332262038,163.43434364217015,166.475498033414,155.39182180450518,154.9455783213813,158.65008350042748,163.87779918973177,157.2544134126292
18,04/04/23 00:09:53,50,0.0,90.0,306.973582757538,174.4762235497861,174.47472631795372,179.28185010199851,173.01541703760316,176.12712774128255,171.32842699181384,180.65754359304353,177.95142200688537,168.45637142836523,176.07589537853988,178.60048685515778,169.4400099603811,163.9193657711303,163.93396449895153,168.54453889852283,167.04387486361315,165.6969821327621,166.38843556701667,165.16835390998415,159.38295414189912,163.48432613297845,157.11773172071972,159.57435396726527,154.43421506580466
19,04/04/23 00:10:11,50,45.0,160.2,306.99321230847994,181.1518233186596,177.16495955903585,179.1467325818001,175.36158342248098,183.3699961719046,174.04866753502668,170.82484802324154,175.03012773832717,171.01713570828784,172.67120972785327,171.4633076532345,164.83915765228204,168.19411065656956,166.3534611084472,171.26099958163982,170.16594151430715,165.54691774187236,158.54241007810458,168.84186766236735,161.82125434749094,166.63743628597433,163.6767948723979,161.18372030524117,163.12236889218002
20,04/04/23 00:10:29,50,90.0,19.8,307.00494341487246,175.67745727467533,181.0043295919079,178.5040145007111,181.67646808695582,175.4160326165264,173.44293382617934,177.21928348866473,178.19493172473707,175.32571318452906,183.34050536184802,177.41841139868745,167.88411373424114,165.40470377666196,173.94469387226667,160.65073337990393,169.5791455500954,167.29495797785978,170.05510405266375,172.8927759615508,163.32367137634637,163.23769325083242,159.19559286565917,167.1196877022145,161.43658122113737
21,04/04/23 00:10:47,50,135.0,90.0,306.99488099187425,172.65957913475637,183.72925805965332,176.8090315397745,170.95808040708914,189.8436826048157,175.7826422514079,178.3768766042317,176.78228532931178,169.94595313828253,167.85351925813532,171.36303787457032,164.16649078718424,162.3723163779155,165.53229046773015,173.26595481398923,167.79703950195892,165.08625210355225,164.01397826356572,169.14077405348002,166.30271899875143,167.6571951689335,164.62488716499303,156.50598450388796,156.90070448774918
22,04/04/23 00:11:05,50,0.0,160.2,306.99810721876537,187.04451640910517,176.45083615787962,170.90028841946273,178.24487658534412,179.3663484337572,186.9417393109084,169.86422890225916,169.4843409881479,168.6486488475348,167.69157639707177,181.32436001499426,179.974680837775,173.91237769345994,172.59038529873615,169.2348415584912,162.72042202640125,162.93491905183532,162.32004876625004,154.8597274947957,164.08303843872886,159.73852596616945,162.47001810353652,162.4292043262532,153.31475057114292
23,04/04/23 00:11:23,50,45.0,19.8,307.01237597450466,178.68479772121097,178.01581912293324,175.97132217503426,183.74069734288187,172.04963057199703,166.12952717372838,174.29866113898683,170.92581750091966,174.07559354197278,168.9906290399018,179.89473126194662,170.42477959219795,178.92597981729864,162.86079712426863,165.5633266106614,169.12754274845406,163.16634103918082,170.27611665717595,157.76362047692166,156.61521829965835,169.46911207674546,153.9740890834401,158.71655037939814,164.17596586504436
24,04/04/23 00:11:41,50,90.0,90.0,307.003204473577,179.87436257280996,173.13548146194887,176.0840185319539,168.8906097243903,170.70399818949954,178.62019641428637,158.11299354467715,177.18623305324752,173.8050326657835,161.09115597129954,169.5962486330619,166.47287661810304,162.10910107157898,170.8813946128598,170.5267178364235,175.90336577087592,165.45991172002945,161.23239440100437,160.76045474784846,164.91597167396537,173.63990781964048,169.01337799080326,160.55001088143572,162.78772743916363
25,04/04/23 00:11:59,50,135.0,160.2,306.99970367257623,173.7538132618355,174.0269558551081,175.1270374120121,179.1920278333904,179.81165539955347,168.46614874999798,170.53822468188352,177.84244899833098,171.3863165769167,170.42269212797723,177.0397567737615,172.38223635526955,173.25761776765998,176.78104947010533,180.0571054384465,174.5611761628081,164.24738685897307,159.05263901543282,165.35583553091348,167.4087437888871,161.67205704287838,171.596072993163,168.1393787233306,160.38167487400585
26,04/04/23 00:12:17,50,0.0,19.8,307.0293312046419,177.88299137041523,183.7979688876208,178.0593459999285,179.29562331210934,176.00933019684666,173.89741957713744,174.12467293172753,174.4134405014813,171.2931917258191,168.98315472875092,175.13613256705383,170.47804735328265,166.91690953873635,156.94233466631775,169.34032322485538,175.52735986536857,163.12763260139445,158.03915042976948,167.5410261823433,166.88211810226156,160.9860880382112,159.28009197540183,162.42996555053196,169.83808997327947
27,04/04/23 00:12:35,50,45.0,90.0,307.0384338520481,181.18962531441832,186.5466472913318,180.9161362151591,181.93543107258162,180.72675396676422,181.7319392637493,169.17870515169693,175.13469276067377,174.83874031352673,173.56089434172827,178.78251797961767,169.96494697689852,167.76460283834984,165.34618826242968,169.7022022538924,165.0354557228435,167.2541200260676,168.88245342694503,161.35411938705818,169.5171768632073,170.5106304036314,160.4356350009717,161.73676032404106,155.28458853423822
28,04/04/23 00:12:53,50,90.0,160.2,307.04440757934105,173.75784304963682,178.28319511145537,187.2046100080184,170.71936173018403,178.40073819005084,175.48638494526912,182.4574761520587,179.81417889395135,165.31586749013127,173.39550385911238,165.99254145993476,173.01842704566113,166.11605870685833,171.0938237465641,165.04209339556886,161.52130857458587,164.32488137138319,158.32805547861477,164.79447084609026,167.1606825790581,170.0193673175758,162.6812683251555,153.58309544924006,151.88518508212465
29,04/04/23 00:13:11,50,135.0,19.8,307.0393709093562,181.5611354641229,183.83074464446335,178.81640400177113,170.47166665479926,175.84023993954497,169.94609539579147,167.31454717824357,170.63783190647626,165.68880476138133,181.23741261195224,174.4172504984737,173.90496653132672,164.9279089152998,167.36307061609264,163.25951048159234,166.01023251102674,173.28956683704712,173.6740075866642,160.25355679758445,165.45680663810194,159.6770408888021,163.0940597571123,164.28347841992195,156.22310502298834
30,04/04/23 00:13:29,50,0.0,90.0,307.04008865702224,176.79895617423787,180.74076453167876,179.35077114266312,179.80316179974247,172.08992016392466,171.87780499057553,172.38453588599916,176.45068000794296,169.25340677843928,176.7281818582404,176.39861988416678,167.5844264944749,169.60997515486036,170.3535311646015,171.77991566307486,167.0372959244058,152.63425710360596,154.60989388876112,161.09238669582868,162.9295819361039,160.30991119052652,164.83400142197868,163.89913574692858,159.5742195420544
31,04/04/23 00:13:47,50,45.0,160.2,307.0508975188828,178.39681330106112,175.7601180596106,177.7439220364141,178.73150976401953,168.80278505703296,178.90544470774435,175.29159363211016,172.75736226611892,171.83152455233784,169.14467681519375,162.36593244399887,167.41097345549977,165.26574885927667,165.53100829036148,163.40094987700493,172.2827613815127,171.39977283137895,173.55495519582556,157.16980265274293,155.02873825201277,161.0550546578989,171.6454351786419,171.54112088394612,161.07197929664096
32,04/04/23 00:14:05,50,90.0,19.8,307.0448980225412,176.6243184028909,180.57026427418865,168.2998649527601,178.27662006359336,173.92201583413757,171.63319221849568,181.62182660502066,172.45748892616265,174.23086755289748,167.31469115077434,165.02090672679594,168.69237558697532,170.5503529842414,168.76145257531545,167.8167696066566,158.12705005459424,171.95023394826515,165.90533010439881,159.3645113204399,165.25920342926602,155.5192945610404,160.48724576135027,158.96352550666418,158.42667117475622
33,04/04/23 00:14:23,50,135.0,90.0,307.04155941942713,188.89713858328963,186.45636527568348,177.76404784871627,178.75929305605592,180.4394807627971,176.3702145216983,167.23904560049994,179.04267539894178,180.05600700636228,174.26925656175572,160.7439345980314,158.56092444576268,168.9497745048036,167.55301365769762,165.0735473834411,174.24002099717845,155.35575302044333,164.36957340574082,157.22515071961982,164.15244696612572,157.65118358049787,157.38339187283532,161.60106451645595,161.39602464331645
34,04/04/23 00:14:41,50,0.0,160.2,307.0535800067069,180.35190141264735,179.37069212339594,178.98140815125956,174.41056827627065,178.0115953874228,176.29942064889954,181.017814992764,178.45951275953803,177.75116391321666,165.99213454471206,170.37670119020117,163.27821483403991,168.7898646933093,174.9539500185491,170.64037362159073,166.5858697825725,164.7929060876744,162.9121834066401,159.88784735840687,165.2555425918791,158.00737935475058,155.261921831047,162.5358711722821,154.16169041538478
35,04/04/23 00:14:59,50,45.0,19.8,307.0835967970887,174.84489196158603,187.08709966804426,190.71052673400936,178.68601943999664,170.42649184324037,172.5276187813799,174.96722060711565,178.1140382646296,172.37723221741797,181.46465347911555,175.0255057114323,177.40260055228381,165.1608456874619,170.10120299678468,169.62784408932202,164.95556299575887,164.3631987981257,167.34651848247373,169.74948167636126,157.2279645968292,158.9031544330188,158.21792684143855,168.8902782225742,167.35226962673184
36,04/04/23 00:15:17,50,90.0,90.0,307.0685969004954,184.47332172996454,166.39230643160857,177.65966191076038,179.21726388376808,177.74824092913929,186.7324915291187,170.23566260986104,180.8010346834811,173.3089943908047,178.43171081653327,179.17673025601567,179.02021834565068,167.04195790791127,170.74426265373768,173.37438384725985,162.2565970322782,159.4099952175986,165.3898149616722,159.9614288122454,158.4335753369725,162.7958683846886,161.93409273986222,160.75368472490516,159.94984127748575
37,04/04/23 00:15:35,50,135.0,160.2,307.0552842351963,174.35127307109136,183.69543862543128,180.22409759783193,174.27503857864073,178.90381735002543,179.27726034558,177.54861738791502,174.47355400737112,168.48632275862698,170.28352610390118,172.13031304913227,169.64509373186024,173.7976648413796,167.09175866424718,165.73149628319447,159.13772970074805,162.6533644047312,171.18939203537693,177.96522773208994,169.1995164571762,164.23526063580297,171.16741107331802,162.72016416718947,166.0419704788871
38,04/04/23 00:15:53,50,0.0,19.8,307.0739920883324,180.53386666839344,179.05521881716922,177.57685941006085,186.20972559691955,171.59200064279878,165.0160096731251,175.2674558668892,176.81235702810537,172.44046127427728,163.09778909139354,178.93697424731306,172.80711611734415,171.5593520227959,165.74716974692026,165.96626097342457,170.5619233523097,160.02362598777964,165.2780782410277,166.30396428473065,162.7700337936516,169.85074680961395,158.64062263297143,163.39859645934368,161.2031754252582
39,04/04/23 00:16:11,50,45.0,90.0,307.09211731235916,169.49494136120188,176.92869001088013,171.71077135772052,179.0537609329858,176.5836566407632,175.8777374674914,171.07481629045898,171.65500167589437,170.89347704686963,178.23656689490608,163.69713251561325,171.2843253620141,163.97073314791237,165.82615321541573,162.22556035821097,166.61640355567323,174.141600719458,165.262192092258,164.56529868603167,166.17905633702912,156.91021742908072,162.1513621735779,161.09590281377388,161.5770580763697
40,04/04/23 00:16:29,50,90.0,160.2,307.0948813685625,174.00737367650626,180.2375425862846,184.62328755879093,172.08309078281127,177.4610866436632,172.99154551019996,175.77992304160068,176.1821791617015,175.30537498355844,172.24951773821357,163.4357395503096,186.47749057197026,170.7101828394489,171.31621680680297,166.2529245771396,161.15502116142358,171.41365240847486,164.04763416427699,160.7043411070489,164.26815667121593,168.17861156555523,162.30531987541727,159.28570106563708,163.49714032215942
41,04/04/23 00:16:47,50,135.0,19.8,307.1006525318084,181.11044378378736,169.31872781404596,182.14667233309302,180.80020999543697,170.9330252457234,180.04047819146632,172.98217831578512,173.38846581086418,169.03346114754967,178.4891322077873,171.1527469360456,176.15879477031027,173.44829061260504,166.7168673742535,169.83872702618774,160.60726548325408,172.57086960115166,165.05880079018425,167.97551308844322,163.75317917148567,161.6648890354881,167.80723440646477,161.96615278632459,162.36468040452831
