Record,Date/Time,50,Az(deg),El(deg),TkBB(K),Ch  22.000,Ch  22.348,Ch  22.696,Ch  23.043,Ch  23.391,Ch  23.739,Ch  24.087,Ch  24.435,Ch  24.783,Ch  25.130,Ch  25.478,Ch  25.826,Ch  26.174,Ch  26.522,Ch  26.870,Ch  27.217,Ch  27.565,Ch  27.913,Ch  28.261,Ch  28.609,Ch  28.957,Ch  29.304,Ch  29.652,Ch  30.000
18,04/04/23 00:09:53,50,0.0,90.0,306.9955485434476,174.80641094227008,174.8049137104377,179.61203749448248,173.34560443008712,176.4573151337665,171.6586143842978,180.9877309855275,178.28160939936933,168.7865588208492,176.40608277102385,178.93067424764175,169.77019735286507,164.24955316361425,164.2641518914355,168.8747262910068,167.37406225609712,166.02716952524605,166.71862295950064,165.4985413024681,159.71314153438308,163.81451352546242,157.44791911320388,160.01181796807018,154.76440245828863
19,04/04/23 00:10:11,50,45.0,160.2,307.00068248451964,181.28041323794812,177.29354947832437,179.27532250108862,175.4901733417695,183.49858609119312,174.1772574543152,170.95343794253006,175.15871765761568,171.14572562757635,172.79979964714178,171.591897572523,164.96774757157056,168.32270057585808,166.4820510277357,171.38958950092834,170.29453143359567,165.67550766116088,158.6709999973931,168.97045758165586,161.94984426677945,166.76602620526285,163.8053847916864,161.31231022452968,163.25095881146854
20,04/04/23 00:10:29,50,90.0,19.8,306.9884411590898,174.82966930856918,180.15654162580174,177.65622653460494,180.82868012084967,174.56824465042024,172.5951458600732,176.37149552255858,177.34714375863092,174.4779252184229,182.49271739574186,176.5706234325813,167.036325768135,164.5569158105558,173.09690590616052,159.80294541379777,168.73135758398925,166.44717001175363,169.2073160879527,172.04498799544464,162.47588341024021,162.38990528472627,165.9418714576073,174.02212088787036,160.58879325503122
21,04/04/23 00:10:47,50,135.0,90.0,307.00609579285606,173.17076889007296,184.2404478149699,177.3202212950911,171.46927016240573,190.3548723601323,176.2938320067245,178.8880663595483,177.29347508462837,170.45714289359913,168.36470901345191,171.87422762988692,164.67768054250084,162.8835061332321,166.04348022304674,173.77714456930582,168.3082292572755,165.59744185886885,164.5251680188823,169.6519638087966,166.81390875406802,168.1683849242501,165.13727964313017,157.0183769820251,157.41189424306577
22,04/04/23 00:11:05,50,0.0,160.2,307.0200364385551,186.79312339084194,176.1994431396164,170.6488954011995,177.9934835670809,179.11495541549397,186.69034629264516,169.61283588399593,169.23294796988466,168.39725582927156,167.44018337880854,181.07296699673103,179.72328781951177,173.66098467519672,172.33899228047292,168.98344854022798,162.46902900813802,162.6835260335721,162.0686557479868,154.60833447653246,163.83164542046563,159.48713294790622,162.2186250852733,162.17781130798997,153.0633575528797
23,04/04/23 00:11:23,50,45.0,19.8,306.99358984625354,179.27322984648671,178.60425124820898,176.55975430031,184.32912946815762,172.63806269727277,166.71795929900412,174.88709326426257,171.5142496261954,174.66402566724852,169.57906116517754,180.48316338722236,171.0132117174737,179.51441194257438,163.44922924954437,166.15175873593714,169.7159748737298,163.75477316445657,170.8645487824517,158.3520526021974,157.2036504249341,170.0575442020212,154.5666513632474,159.30911265920543,164.7643979903201
24,04/04/23 00:11:41,50,90.0,90.0,307.009038097573,180.25927326957984,173.52039215871875,176.46892922872377,169.27552042116017,171.08890888626942,179.00510711105625,158.49790424144703,177.5711437500174,174.18994336255338,161.47606666806942,169.98115932983177,166.85778731487292,162.49401176834886,171.26630530962967,170.91162853319338,176.2882764676458,165.84482241679933,161.61730509777425,161.14536544461834,165.30088237073525,174.02481851641036,169.4334089130599,160.97004180369237,163.1726381359335
25,04/04/23 00:11:59,50,135.0,160.2,307.0144905112824,173.8814540745328,174.1545966678054,175.2546782247094,179.3196686460877,179.93929621225078,168.5937895626953,170.66586549458083,177.9700898110283,171.513957389614,170.55033294067454,177.1673975864588,172.50987716796686,173.3852585803573,176.90869028280264,180.18474625114382,174.6888169755054,164.37502767167038,159.18027982813012,165.4834763436108,167.53638460158442,161.7996978555757,171.7237138058603,168.2670195360279,160.50931568670316
26,04/04/23 00:12:17,50,0.0,19.8,307.02687754772364,176.83453416218185,182.74951167938744,177.01088879169512,178.24716610387597,174.9608729886133,172.84896236890407,173.07621572349416,173.36498329324792,170.24473451758573,167.93469752051755,174.08767535882046,169.42959014504927,165.86845233050298,155.89387745808438,168.291866016622,174.4789026571352,162.07917539316108,156.9906932215361,166.49256897410993,165.83366089402818,159.93763082997782,158.23163476716846,161.3815083422986,168.7896327650461
27,04/04/23 00:12:35,50,45.0,90.0,307.0300950749397,180.06564483237352,185.422666809287,179.7921557331143,180.81145059053682,179.60277348471942,180.6079587817045,168.05472466965213,174.01071227862897,173.71475983148193,172.43691385968347,177.65853749757287,168.84096649485372,166.64062235630504,164.22220778038488,168.5782217718476,163.9114752407987,166.1301395440228,167.75847294490023,160.23013890501338,168.3931963811625,169.3866499215866,159.3116545189269,160.61277984199626,154.16060805219342
28,04/04/23 00:12:53,50,90.0,160.2,307.04656631537586,174.11142343812523,178.63677549994378,187.5581903965068,171.07294211867244,178.75431857853926,175.83996533375753,182.8110565405471,180.16775928243976,165.66944787861968,173.7490842476008,166.34612184842317,173.37200743414954,166.46963909534674,171.44740413505252,165.39567378405727,161.87488896307428,164.6784617598716,158.68163586710318,165.14805123457867,167.5142629675465,170.37294770606422,163.0348487136439,153.93667583772847,152.23876547061306
29,04/04/23 00:13:11,50,135.0,19.8,307.0158156525375,182.1201590026672,184.38976818300765,179.37542754031543,171.03069019334356,176.39926347808927,170.50511893433577,167.87357071678787,171.1968554450206,166.24782829992566,181.79643615049653,174.976274037018,174.46399006987102,165.4869324538441,167.92209415463694,163.81853402013664,166.56925604957104,173.8485903755914,174.23329954212502,160.81258033612875,166.01583017664623,160.2360644273464,163.6530832956566,164.84250195846624,156.78212856153263
30,04/04/23 00:13:29,50,0.0,90.0,307.0344399574844,176.79664018371216,180.73844854115305,179.3484551521374,179.80084580921675,172.08760417339894,171.8754890000498,172.38221989547344,176.44836401741725,169.25109078791357,176.72586586771467,176.39630389364106,167.5821105039492,169.60765916433465,170.35121517407578,171.77759967254914,167.0349799338801,152.63194111308025,154.6075778982354,161.09007070530296,162.92726594557817,160.3075952000008,164.83168543145297,163.89681975640286,159.5719035515287
31,04/04/23 00:13:47,50,45.0,160.2,307.04392830707855,178.7664714586105,176.12977621715999,178.1135801939635,179.10116792156893,169.17244321458236,179.27510286529375,175.66125178965956,173.1270204236683,172.20118270988723,169.51433497274314,162.73559060154827,167.78063161304917,165.63540701682606,165.90066644791088,163.77060803455433,172.6524195390621,171.76943098892835,173.92461335337495,157.53946081029233,155.39839640956217,161.4247128154483,172.01509333619128,171.91077904149552,161.44163745419036
32,04/04/23 00:14:05,50,90.0,19.8,307.06431799882256,177.1912639155601,181.13720978685785,168.8668104654293,178.84356557626256,174.48896134680678,172.2001377311649,182.18877211768987,173.02443443883186,174.7978130655667,167.88163666344354,165.58785223946515,169.25932109964452,171.11729849691062,169.32839808798465,168.3837151193258,158.69399556726344,172.51717946093436,166.47227561846313,159.9314568331091,165.82614894193523,156.0862400737096,161.05419127401947,159.68662561304112,158.99361668742543
33,04/04/23 00:14:23,50,135.0,90.0,307.0682138431526,189.1856035206712,186.74483021306506,178.05251278609785,179.0477579934375,180.72794570017868,176.65867945907988,167.5275105378815,179.33114033632336,180.34447194374386,174.5577214991373,161.03239953541296,158.84938938314426,169.23823944218518,167.8414785950792,165.36201232082269,174.52848593456002,155.6442179578249,164.6580383431224,157.5136156570014,164.4409119035073,157.93964851787945,157.6718568102169,161.88952945383753,161.68448958069803
34,04/04/23 00:14:41,50,0.0,160.2,307.06296106269633,178.65354684830896,177.67233755905755,177.28305358692117,172.71221371193226,176.3132408230844,174.60106608456115,179.3194604284256,176.76115819519964,176.05280934887827,164.29377998037367,168.6783466258628,161.57986026970153,167.09151012897092,173.25559545421072,168.94201905725234,164.8875152182341,163.094551523336,161.21382884230172,158.18949279406849,163.55718802754072,156.3090247904122,153.56356726670862,160.8375166079437,152.4633358510464
35,04/04/23 00:14:59,50,45.0,19.8,307.0732887936561,174.79184877571953,187.03405648217776,190.65748354814286,178.63297625413014,170.37344865737387,172.47457559551341,174.91417742124915,178.0609950787631,172.32418903155147,181.41161029324905,174.9724625255658,177.34955736641732,165.1078025015954,170.04815981091818,169.57480090345553,164.90251980989237,164.3101556122592,167.29347529660723,169.69643849049476,157.1749214109627,158.8501112471523,158.16488365557205,168.8372350367077,167.29922644086534
36,04/04/23 00:15:17,50,90.0,90.0,307.07724349243415,184.1509870943899,166.06997179603394,177.33732727518574,178.89492924819345,177.42590629356465,186.41015689354407,169.9133279742864,180.47870004790647,172.98665975523008,178.10937618095863,178.85439562044104,178.69788371007604,166.71962327233663,170.42192801816304,173.05204921168522,161.93426239670356,159.08766058202397,165.06748032609755,159.63909417667077,158.11124070139786,162.47353374911395,161.6117581042876,160.43135008933052,159.6275066419111
37,04/04/23 00:15:35,50,135.0,160.2,307.0751392945721,173.747179667114,183.09134522145393,179.62000419385458,173.6709451746634,178.2997239460481,178.67316694160266,176.94452398393767,173.86946060339378,167.88222935464964,169.67943269992384,171.52621964515492,169.0410003278829,173.19357143740226,166.48766526026984,165.12740287921713,158.5336362967707,162.04927100075386,170.58529863139958,177.3611343281126,168.59542305319886,163.63116723182563,170.56331766934068,162.11607076321212,165.43787707490975
38,04/04/23 00:15:53,50,0.0,19.8,307.08820294094306,180.3971809631689,178.91853311194467,177.4401737048363,186.073039891695,171.45531493757423,164.87932396790055,175.13077016166466,176.67567132288082,172.30377556905273,162.961103386169,178.8002885420885,172.6704304121196,171.42266631757136,165.6104840416957,165.82957526820002,170.42523764708514,159.8869402825551,165.14139253580316,166.1672785795061,162.63334808842706,169.7140611043894,158.50393692774688,163.26191075411913,161.06648972003364
39,04/04/23 00:16:11,50,45.0,90.0,307.08586114030766,169.75905937421098,177.19280802388923,171.9748893707296,179.3178789459949,176.8477746537723,176.14185548050048,171.33893430346808,171.91911968890346,171.15759505987873,178.50068490791517,163.96125052862234,171.5484433750232,164.23485116092147,166.09027122842483,162.48967837122007,166.88052156868233,174.4057187324671,165.5263101052671,164.82941669904076,166.44317435003822,157.1743354420898,162.415480186587,161.36002082678297,161.8411760893788
40,04/04/23 00:16:29,50,90.0,160.2,307.11615925778665,173.26532149245696,179.4954904022353,183.88123537474164,171.34103859876197,176.7190344596139,172.24949332615066,175.03787085755138,175.4401269776522,174.56332279950914,171.50746555416427,162.6936873662603,185.73543838792096,169.9681306553996,170.57416462275367,165.5108723930903,160.41296897737428,170.67160022442556,163.3055819802277,159.9622889229996,163.52610448716663,167.43655938150593,161.56326769136797,158.54364888158779,162.75508813811012
41,04/04/23 00:16:47,50,135.0,19.8,307.1140960467877,180.73752617942333,168.94581020968192,181.773754728729,180.42729239107294,170.56010764135937,179.6675605871023,172.6092607114211,173.01554820650017,168.66054354318567,178.11621460342326,170.77982933168155,175.78587716594623,173.075373008241,166.34394976988946,169.4658094218237,160.23434787889005,172.19795199678762,164.68615160273674,167.6025954840792,163.38026156712164,161.29197143112407,167.43431680210074,161.59323518196055,161.99176280016428
